"","PUBLICATION","EXTRACT_DATE","PRACTICE_CODE","PRACTICE_NAME","LSOA_CODE","SEX","Number.of.Patients"
"725","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024937","ALL",1
"726","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024947","ALL",4
"727","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024948","ALL",5
"728","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024949","ALL",1
"729","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024956","ALL",1
"730","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024971","ALL",1
"731","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024978","ALL",11
"732","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024979","ALL",5
"733","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01024980","ALL",2
"734","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025040","ALL",1
"735","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025046","ALL",1
"736","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025048","ALL",3
"737","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025053","ALL",2
"738","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025055","ALL",3
"739","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025068","ALL",2
"740","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025070","ALL",1
"741","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025071","ALL",1
"742","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025072","ALL",2
"743","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025074","ALL",3
"744","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025075","ALL",1
"745","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025076","ALL",1
"746","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025078","ALL",1
"747","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025079","ALL",43
"748","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025080","ALL",26
"749","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025082","ALL",2
"750","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025204","ALL",1
"751","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025242","ALL",1
"752","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025319","ALL",3
"753","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025323","ALL",22
"754","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025324","ALL",62
"755","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025331","ALL",1
"756","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025332","ALL",8
"757","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025333","ALL",18
"758","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025336","ALL",94
"759","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025337","ALL",48
"760","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025346","ALL",1
"761","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025350","ALL",1
"762","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025351","ALL",1
"763","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025352","ALL",43
"764","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025353","ALL",38
"765","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025354","ALL",1
"766","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025374","ALL",2
"767","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025403","ALL",4
"768","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025411","ALL",1
"769","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025413","ALL",6
"770","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025414","ALL",17
"771","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025426","ALL",4
"772","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025443","ALL",2
"773","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025456","ALL",48
"774","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01025458","ALL",7
"775","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01033226","ALL",4
"776","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01033231","ALL",1
"777","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","E01033281","ALL",1
"778","GP_PRAC_PAT_LIST","01JUL2019","P81022","WITTON MEDICAL CENTRE","NO2011","ALL",3
"779","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01003958","ALL",1
"780","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01005966","ALL",1
"781","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01010855","ALL",1
"782","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01012587","ALL",3
"783","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01012622","ALL",1
"784","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024856","ALL",5
"785","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024858","ALL",1
"786","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024859","ALL",4
"787","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024860","ALL",5
"788","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024862","ALL",2
"789","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024863","ALL",1
"790","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024866","ALL",1
"791","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024867","ALL",1
"792","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024869","ALL",5
"793","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024872","ALL",1
"794","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024877","ALL",2
"795","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024878","ALL",1
"796","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024882","ALL",2
"797","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024885","ALL",4
"798","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024887","ALL",6
"799","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024888","ALL",1
"800","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024889","ALL",1
"801","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024890","ALL",2
"802","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024891","ALL",12
"803","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024892","ALL",4
"804","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024893","ALL",2
"805","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024894","ALL",2
"806","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024896","ALL",6
"807","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024898","ALL",1
"808","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024899","ALL",2
"809","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024901","ALL",1
"810","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024902","ALL",1
"811","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024904","ALL",6
"812","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024905","ALL",4
"813","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024906","ALL",5
"814","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024908","ALL",7
"815","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024910","ALL",6
"816","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024911","ALL",1
"817","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024912","ALL",1
"818","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024913","ALL",1
"819","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01024957","ALL",3
"820","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025174","ALL",100
"821","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025175","ALL",51
"822","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025176","ALL",147
"823","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025177","ALL",201
"824","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025178","ALL",598
"825","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025179","ALL",438
"826","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025180","ALL",219
"827","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025181","ALL",116
"828","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025182","ALL",42
"829","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025183","ALL",73
"830","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025184","ALL",30
"831","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025185","ALL",16
"832","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025186","ALL",24
"833","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025187","ALL",23
"834","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025188","ALL",26
"835","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025189","ALL",35
"836","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025190","ALL",54
"837","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025191","ALL",19
"838","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025192","ALL",15
"839","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025193","ALL",20
"840","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025194","ALL",5
"841","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025195","ALL",20
"842","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025196","ALL",17
"843","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025197","ALL",4
"844","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025198","ALL",18
"845","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025199","ALL",45
"846","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025200","ALL",23
"847","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025201","ALL",12
"848","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025202","ALL",46
"849","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025203","ALL",524
"850","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025204","ALL",36
"851","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025205","ALL",674
"852","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025206","ALL",573
"853","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025207","ALL",684
"854","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025208","ALL",584
"855","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025209","ALL",169
"856","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025210","ALL",200
"857","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025211","ALL",48
"858","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025212","ALL",10
"859","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025213","ALL",18
"860","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025214","ALL",8
"861","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025215","ALL",3
"862","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025216","ALL",141
"863","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025217","ALL",61
"864","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025218","ALL",10
"865","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025219","ALL",44
"866","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025220","ALL",874
"867","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025221","ALL",689
"868","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025222","ALL",672
"869","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025223","ALL",731
"870","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025224","ALL",31
"871","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025225","ALL",47
"872","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025226","ALL",781
"873","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025227","ALL",1214
"874","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025228","ALL",628
"875","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025229","ALL",14
"876","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025230","ALL",22
"877","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025279","ALL",1
"878","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025321","ALL",1
"879","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025331","ALL",6
"880","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025347","ALL",1
"881","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025349","ALL",5
"882","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025362","ALL",2
"883","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025367","ALL",1
"884","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025391","ALL",1
"885","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01025459","ALL",1
"886","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027556","ALL",1
"887","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027560","ALL",19
"888","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027565","ALL",1
"889","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027567","ALL",1
"890","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027582","ALL",3
"891","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027584","ALL",1
"892","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01027586","ALL",1
"893","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01033271","ALL",1
"894","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","E01033672","ALL",1
"895","GP_PRAC_PAT_LIST","01JUL2019","P81025","THE RICHMOND HILL PRACTICE","NO2011","ALL",8
"896","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01005349","ALL",1
"897","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01010985","ALL",2
"898","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01024868","ALL",1
"899","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025355","ALL",14
"900","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025356","ALL",6
"901","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025359","ALL",322
"902","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025360","ALL",167
"903","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025361","ALL",3
"904","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025362","ALL",15
"905","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025364","ALL",2
"906","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025367","ALL",1658
"907","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025368","ALL",1430
"908","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025369","ALL",1149
"909","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025370","ALL",954
"910","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025371","ALL",96
"911","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025373","ALL",28
"912","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025374","ALL",118
"913","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025375","ALL",14
"914","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025376","ALL",68
"915","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025378","ALL",1
"916","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025381","ALL",1469
"917","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025382","ALL",1606
"918","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025383","ALL",2216
"919","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025384","ALL",4
"920","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025385","ALL",7
"921","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025387","ALL",9
"922","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025388","ALL",952
"923","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025389","ALL",1008
"924","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025390","ALL",707
"925","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025391","ALL",204
"926","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025392","ALL",92
"927","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025393","ALL",126
"928","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025394","ALL",188
"929","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01025397","ALL",1
"930","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","E01033281","ALL",31
"931","GP_PRAC_PAT_LIST","01JUL2019","P81027","IRWELL MEDICAL PRACTICE","NO2011","ALL",3
"932","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024859","ALL",2
"933","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024860","ALL",6
"934","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024878","ALL",3
"935","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024885","ALL",1
"936","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024891","ALL",15
"937","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024892","ALL",4
"938","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024898","ALL",2
"939","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024907","ALL",1
"940","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024908","ALL",1
"941","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01024912","ALL",1
"942","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025174","ALL",458
"943","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025175","ALL",543
"944","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025176","ALL",758
"945","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025177","ALL",493
"946","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025178","ALL",16
"947","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025179","ALL",9
"948","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025180","ALL",9
"949","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025181","ALL",485
"950","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025182","ALL",313
"951","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025183","ALL",455
"952","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025184","ALL",457
"953","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025185","ALL",71
"954","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025186","ALL",94
"955","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025187","ALL",166
"956","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025188","ALL",476
"957","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025189","ALL",375
"958","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025190","ALL",476
"959","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025197","ALL",1
"960","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025203","ALL",15
"961","GP_PRAC_PAT_LIST","01JUL2019","P81032","REEDYFORD HLTH CARE GROUP","E01025204","ALL",323
